Date,Minimum_temperature,Maximum_temperature,Rainfall,Evaporation,Sunshine,Speed_of_maximum_wind_gust,Time_of_maximum_wind_gust,9am_Temperature,9am_relative_humidity,9am_cloud_amount,9am_wind_speed,9am_MSL_pressure,3pm_Temperature,3pm_relative_humidity,3pm_cloud_amount,3pm_wind_speed,3pm_MSL_pressure,Rain_Tomorrow
10/8/19,4,10.2,21.4,0,3,61,0.6027777778,8,76,7,28,992,9,71,7,33,993.1,1
11/8/19,6.8,11.6,8.4,0.8,4.3,50,0.6034722222,10,82,7,17,1005.5,9.5,82,7,30,1010.4,1
12/8/19,1.8,13.8,2,0.6,5.9,54,0.4340277778,9.7,54,6,31,1013.2,13.1,54,6,22,1012.9,0
13/8/19,1.2,15.1,0,2,9.5,35,0.00625,8.3,72,1,9,1021.9,11.9,71,1,20,1021.9,0
14/8/19,1.7,15.4,0,1.2,9.3,31,0.4416666667,7.2,78,1,17,1023.7,15.1,47,2,17,1019.7,0
15/8/19,7.1,18,0.2,2.8,6,56,0.5444444444,10.4,58,6,26,1012.7,16.6,44,6,26,1008.3,0
16/8/19,7.8,11.4,0.8,3,3.8,26,0.6111111111,8.8,78,8,11,1011.1,10.6,71,2,17,1012.4,0
17/8/19,5.4,14.8,0,0.4,9.9,35,0.6611111111,8.2,75,1,13,1021.2,14.1,45,1,19,1017.4,0
18/8/19,7.8,17.7,0,3.2,6,61,0.5888888889,12.3,56,7,22,1005.6,17,31,6,33,997.4,0
19/8/19,4.6,14,0,2.8,5.1,50,0.1451388889,8.3,46,7,13,1004.2,9.2,45,7,24,1005.7,0
20/8/19,6.2,16.6,0,3,6.1,80,0.7319444444,13.1,66,7,28,1004.7,14,54,7,54,997.8,1
21/8/19,5.9,11.4,5.4,4,7.3,78,0.3194444444,8.4,60,7,28,1001.8,8.6,64,7,37,1002.4,1
22/8/19,4.6,11.7,18.6,1.4,8.2,72,0.1493055556,7.3,59,4,26,1014.5,10.9,47,4,19,1018,0
23/8/19,2.3,15.8,0,2.6,10,44,0.5388888889,7.9,60,1,19,1018.1,15.5,40,1,28,1011.9,0
24/8/19,7.8,18.1,0,4,8.5,63,0.6027777778,13.1,50,4,30,1005.1,16.9,39,6,39,1000,1
25/8/19,4,11.5,14,3.2,4,50,0.05833333333,8.7,59,1,9,1014.4,10.9,53,7,19,1015,0
26/8/19,5.8,15.3,0,1.6,10.2,46,0.5541666667,9.7,65,1,17,1020,14.6,41,1,28,1017.3,0
27/8/19,7.5,15.5,0,3,3.1,56,0.5361111111,11.4,57,7,26,1015.9,14.6,50,7,20,1012.6,0
28/8/19,8.7,9.6,0.2,2.8,1.8,54,0.3284722222,8.7,77,8,13,1009,9.3,55,7,22,1014.1,1
29/8/19,3.2,13.6,2.8,2.6,9.4,26,0.07083333333,7.9,64,1,15,1028.2,12.8,49,6,9,1027.8,0
30/8/19,2.7,15.6,0,1.8,10.5,33,0.9756944444,6,77,2,15,1029,12.9,53,0,19,1024.5,0
31/8/19,4.3,18.8,0,2.2,7.5,43,0.6138888889,11.5,54,7,24,1020.3,16.7,37,6,28,1014.8,0
1/7/19,10,17.9,0.2,3.4,6.8,74,0.8777777778,15,47,1,20,1007.5,17.7,37,6,33,1003.4,1
2/7/19,8,13,2.6,5.4,5.5,67,0.5201388889,10.1,65,3,15,1006.5,9.4,83,3,13,1009,1
3/7/19,3.5,13.5,2.6,2.6,5.7,26,0.2923611111,8.1,69,1,15,1028.1,12.4,58,7,9,1031,0
4/7/19,3.2,13.4,0,0.8,8.2,19,0.08333333333,4.7,87,1,11,1041.1,11.7,67,1,13,1040.2,0
5/7/19,2.6,13,0,0.2,6,24,0.3840277778,4.5,92,2,13,1041.3,12.4,66,5,9,1037.2,0
6/7/19,1.4,15.6,0.2,0.8,7.8,20,0.3270833333,4.9,90,1,15,1035,14.5,61,3,6,1032.3,0
7/7/19,3.6,13.1,0.2,1.2,5.2,19,0.1645833333,5.9,91,7,11,1031.6,11.8,70,7,6,1027.5,0
8/7/19,3.4,14.6,1,1,4.2,35,0,7.3,90,7,15,1018.9,13.5,59,7,19,1015.1,0
9/7/19,5.4,14.7,0,1.2,7.4,46,0.4965277778,8.2,74,1,11,1012.1,13,53,3,24,1008.4,0
10/7/19,7.6,16.3,0,1.8,3.6,56,0.5895833333,9.3,67,7,11,1003.3,15.3,42,7,24,995,0
11/7/19,7.8,13.8,1,2.8,5.6,54,0.5479166667,9.5,64,3,19,989.3,12.5,54,6,22,990,1
12/7/19,6.6,10.1,4,2.4,6.6,56,0.2034722222,8.5,65,6,31,990.9,8.3,56,2,37,990.5,1
13/7/19,4.5,9.1,1.4,1.8,1.2,52,0.6694444444,6.1,80,7,15,1000,8.9,56,5,30,1005.7,1
14/7/19,3.5,11.4,4.8,1.2,2.1,56,0.5847222222,8.3,74,7,24,1000.1,6.9,67,7,33,997.7,1
15/7/19,4.3,14.7,2,1,5.1,56,0.5840277778,9.3,60,5,13,1010.7,14.4,52,6,37,1005.2,0
16/7/19,9.2,14.9,0.4,2.8,3.3,50,0.03125,12.9,56,2,24,1009.1,14.6,45,5,11,1009.3,0
17/7/19,8.9,13.2,0,1.6,1.8,56,0.7381944444,11.1,59,7,28,1001.9,11.2,64,4,22,997.2,1
18/7/19,4.1,11,1.6,1.2,3.6,57,0.06666666667,8,62,1,9,1010,10.5,53,7,20,1006.6,0
19/7/19,6.3,14.8,0,1.4,7.4,63,0.4229166667,9.8,57,1,20,1010.5,13.8,44,1,26,1012,0
20/7/19,4.6,15.8,0,3,6.1,37,0.8423611111,6.7,77,7,15,1014.8,15.4,41,7,22,1010.6,0
21/7/19,6.7,15.9,0,1.8,7,65,0.5583333333,12.6,57,7,28,1000.5,13.5,40,2,43,1000.8,0
22/7/19,6.1,16.8,0,3.4,7.8,59,0.5868055556,11.8,67,3,22,1006.1,15.9,44,2,31,1002,0
23/7/19,8.7,13.2,0,3.2,4.1,59,0.03611111111,9.1,67,7,11,1001.1,12.3,42,6,33,999.4,0
24/7/19,5,14.2,0,3.2,5.3,41,0.4881944444,7.4,59,5,11,1011.1,13.3,56,7,20,1010.2,0
25/7/19,7.2,16.5,0,2.2,3.8,43,0.5298611111,12.1,56,7,26,1015.6,16.1,46,2,19,1013.6,0
26/7/19,9.4,12.7,1,1.8,4.2,48,0.2569444444,10,88,7,9,1014.8,11.8,42,1,22,1017.2,0
27/7/19,0.9,12.3,0,1.4,1.7,39,0.5034722222,5.6,66,7,15,1020,12.1,49,7,24,1016.5,0
28/7/19,2.2,15.3,0,1.4,6.9,43,0.5680555556,7.8,65,1,17,1020.5,14.9,40,4,26,1015.9,0
29/7/19,7.3,10.9,0.4,2,5.3,48,0.8013888889,8.8,88,7,17,1014.6,9.7,44,5,26,1017.6,0
30/7/19,2,11.7,0.4,1.2,5.7,33,0.5291666667,4.3,77,3,11,1028.2,11,45,7,19,1027.9,0
31/7/19,2.2,13.5,0,1.8,9.2,33,0.8736111111,5.4,73,1,11,1030.4,13.1,49,1,11,1027.3,0
1/6/19,2.1,16.1,0,0.8,8.3,30,0.5298611111,10.2,72,1,17,1029.7,15.7,55,1,17,1027.1,0
2/6/19,5.2,10.5,0,1.6,8.3,43,0.725,7.8,76,7,13,1022.8,10.2,86,8,6,1020.8,1
3/6/19,6.8,10.2,5.8,1.2,5,50,0.5263888889,7.6,77,4,22,1025.2,8.5,66,4,22,1024.7,1
4/6/19,4.5,11.3,1.2,0.6,3.2,41,0.4833333333,6.8,70,4,17,1027.1,10.8,64,7,15,1026.5,0
5/6/19,1.9,13.7,0,1.2,3.4,72,0.575,9.8,59,2,31,1024.9,11.7,53,7,43,1018.9,0
7/6/19,8.7,16.6,0,2.4,6.3,50,0.09513888889,12.4,58,7,33,1029,15.5,52,7,20,1026.9,0
8/6/19,4.8,13.4,0,2.6,6.6,37,0.2326388889,6,73,7,13,1025.2,13.2,47,5,17,1020.3,0
9/6/19,5.8,14.1,0,1.2,2.1,30,0.02916666667,7.8,69,7,17,1017.2,13.6,58,6,13,1014.2,0
10/6/19,7.7,15.6,1,0.8,1.2,57,0.8180555556,11.3,85,8,7,1006.1,13.9,71,7,13,997.9,0
11/6/19,9.1,18.3,0.8,2.2,5.7,48,0.01041666667,13.6,62,3,19,1015.2,17.1,57,4,13,1016.1,0
12/6/19,6.1,15.2,0,1.2,0,41,0.5291666667,8.7,85,8,13,1011.1,13.9,74,8,20,1002.6,1
13/6/19,3.7,15.3,2.4,0.4,5.8,48,0.5625,8.9,72,7,7,1006.8,13.2,51,5,26,1003.5,0
14/6/19,7,13.8,0,2.6,3.2,50,0.6048611111,9.2,61,3,15,1009.7,12,58,4,22,1007.8,0
15/6/19,4.5,13.1,0.2,1.8,7.9,37,0.1423611111,7,69,5,11,1018,12.7,42,6,17,1018.1,0
16/6/19,1.2,12.7,0,1.8,7.1,28,0.3763888889,3.8,81,7,20,1022.1,12.5,50,1,9,1020.1,0
17/6/19,3.8,14.2,0,0.8,3.6,30,0.3402777778,5.8,75,7,19,1020,13.4,64,7,11,1016.6,0
18/6/19,5.7,15.3,0,1,4.3,50,0.9819444444,12.5,65,8,11,1009.5,13.4,48,6,28,1007.6,1
19/6/19,6.9,10.3,8,3.2,4.7,50,0.04930555556,8,57,5,26,1020.7,9.8,59,5,17,1022.1,0
20/6/19,3.4,11.8,0.2,1,5.1,43,0.6013888889,6.4,73,1,15,1023.6,7.5,85,7,19,1022.3,1
21/6/19,5,10.9,4,1.2,4.4,39,0.03194444444,8.1,77,4,22,1026,9.8,73,7,13,1026.7,0
22/6/19,5.6,11.1,1,0.4,3.8,24,0.4034722222,6.2,91,7,15,1030.2,9.9,75,6,7,1029.4,0
23/6/19,1.5,12.2,0.4,0.4,6,24,0.1208333333,3.4,86,1,11,1032.1,10.3,60,7,9,1031,0
25/6/19,0.9,11.7,0,0.6,4.8,30,0.8361111111,4.1,70,7,15,1033.4,11.1,54,7,11,1031.5,0
26/6/19,2.3,14.8,0,1.4,8,28,0.4625,6.9,72,1,9,1034.8,14.3,51,7,13,1031.8,0
27/6/19,3.4,13.8,0,0.6,3.7,35,0.4076388889,7.4,76,7,13,1030.9,13.2,60,7,6,1026.9,0
28/6/19,7.3,16.7,0,1,1.9,37,0.06527777778,11.8,64,7,17,1022.3,16.4,55,7,24,1018.1,0
30/6/19,10.2,15.1,0,2.2,3,70,0.5618055556,11.6,53,7,28,997.9,12.7,36,6,31,1002.5,0
1/5/19,8.9,18,0,3.2,1.7,31,0.06319444444,11.3,67,7,6,1017.3,16.9,52,7,13,1017.1,0
2/5/19,7.3,21.5,0,1,1.2,46,0.6326388889,11.6,84,7,13,1018.9,21.1,59,7,24,1015.4,1
3/5/19,11.5,20.2,2.6,1,7.4,57,0.4819444444,15.7,74,1,17,1009,16.8,43,3,30,1007.5,0
4/5/19,8.1,15.5,0,3.8,4.2,41,0.4625,11.5,71,4,4,1013.8,15.3,60,1,22,1017.7,1
5/5/19,10.2,13.5,1.2,1.4,1.4,30,0.5173611111,11.2,85,7,11,1026.9,12.5,54,7,15,1025.9,0
6/5/19,10.7,13.5,0,2.8,1.1,35,0.4319444444,11.4,57,7,19,1023.9,12,57,7,24,1020.3,0
7/5/19,4.4,16.1,0,1.4,8.2,28,0.07222222222,7.2,78,7,19,1011.8,14.1,59,7,13,1006.6,0
8/5/19,5.6,16.5,0,1.6,4.1,28,0.8527777778,8.7,78,6,17,1005.6,16.2,49,5,13,1004.8,0
9/5/19,8.7,15.5,0.4,1.4,1.4,41,0.5402777778,10.2,70,7,19,1009.6,15.3,56,7,17,1005,1
10/5/19,9.7,12.9,1.6,1.8,0,31,0.4993055556,11.2,66,7,17,1016.2,11.4,69,7,17,1016.6,0
11/5/19,2.7,16.6,0.2,3,6.6,39,0.9590277778,10.6,65,3,17,1017.1,15.6,35,3,15,1016.9,0
12/5/19,7.9,17.5,0,1.6,8.7,41,0.575,13.4,60,3,7,1019.8,16,33,1,26,1020.3,0
13/5/19,7.6,19.9,0,2.4,8.1,83,0.5541666667,15.5,51,6,24,1016.7,18.3,34,1,54,1011.9,1
14/5/19,9.6,16,1.6,4.8,7,59,0.6513888889,11.9,52,5,13,1020,15.1,46,5,28,1019.5,0
15/5/19,10.9,19.3,0,3.4,7.6,41,0.00625,14.4,59,6,19,1026,18.3,41,2,22,1025.5,0
16/5/19,6.8,17.6,0,2.8,9,30,0.2979166667,9.8,80,1,19,1026.5,17.1,46,1,7,1023,0
17/5/19,6.9,18.2,0,1.8,6.5,46,0.5638888889,11.6,64,7,20,1023.8,16,44,7,20,1022.7,0
18/5/19,8.3,18.9,0,1.8,7.8,31,0.01527777778,14.6,53,1,13,1028.2,15.1,71,3,17,1027.5,0
19/5/19,5,15.9,0,3,7.3,24,0.3430555556,7.6,88,1,13,1029.7,13,72,7,11,1026.3,0
20/5/19,4.4,15.5,0,1.6,3.4,31,0.7069444444,9.4,76,7,17,1021.2,12.3,80,7,17,1016.2,0
21/5/19,6.9,18.7,1,0.2,2.5,44,0.625,13.9,67,7,15,1014.4,18,45,3,26,1015.1,0
22/5/19,3.9,17.9,0,2.4,7.7,39,0.6104166667,10.8,77,1,9,1023,17.3,42,1,19,1021.9,0
23/5/19,7.8,17.8,0,2.6,6.7,41,0.4215277778,12.7,55,7,17,1021.7,16.5,44,7,13,1016.8,0
24/5/19,5.2,19.1,0,3.2,3.2,37,0.7152777778,11.2,60,7,15,1013.4,15.1,67,7,20,1008.6,0
25/5/19,8.8,17,0,0.8,6.7,59,0.5222222222,15.4,45,2,28,1004.4,15.3,39,7,28,1002.2,0
26/5/19,9.4,14.9,0,3.8,5.1,54,0.4888888889,11.3,55,1,26,1002.2,12.5,55,7,26,997.7,0
27/5/19,5.6,13,0.2,2.6,7,46,0.2076388889,8.2,61,2,17,995.4,12.5,41,6,13,996.7,0
28/5/19,5.3,12,0.2,2.6,5.4,54,0.4875,8.9,47,2,30,994.5,7.9,78,7,20,990.3,0
29/5/19,2.4,10.2,1,2,4.9,74,0.7923611111,5.9,73,2,17,991.6,8.9,49,6,28,994.8,1
30/5/19,4.6,13.4,6.8,1.4,2.4,57,0.7430555556,7.4,63,7,15,1011.1,12.2,56,7,31,1008.7,0
31/5/19,7.4,13.8,0.2,1.4,0.6,35,0.3951388889,11.3,71,6,20,1020,13.5,63,7,13,1022.9,0
1/4/19,6.4,17.3,0,2.8,9,28,0.64375,10.4,66,6,17,1024.2,16.2,43,2,17,1023.6,0
2/4/19,5.6,19.7,0,3.4,10.8,31,0.55625,9.3,79,7,13,1026.4,17.5,48,7,17,1021.2,0
3/4/19,9.2,19.4,0,4.6,5.4,57,0.4722222222,18.6,44,7,24,1016,17,28,3,35,1023.8,0
4/4/19,4.5,18.2,0,3.4,9.8,33,0.7055555556,6.8,70,1,15,1036.8,16.5,41,1,17,1034.4,0
5/4/19,6.8,21.7,0,4,8.6,54,0.5173611111,11.9,62,1,17,1029,20.5,46,7,28,1021.5,1
6/4/19,11.7,20.2,4.2,4.2,7.8,46,0.4666666667,16,57,3,9,1012.2,19.2,36,3,28,1013.9,0
7/4/19,8.6,21.8,0,6,8.4,78,0.8555555556,14.3,57,5,26,1011.3,21.1,36,7,28,1003.8,1
8/4/19,8.2,18.7,2.6,6,6.9,59,0.6055555556,13.2,45,1,17,1007.5,17.4,36,7,33,1002.1,0
9/4/19,6.9,15.5,0.2,3.6,7.8,43,0.7513888889,10.5,51,6,11,1010.9,13.8,35,7,17,1013,0
10/4/19,7.5,18,0,3.2,9.8,35,0.6930555556,12.9,56,6,15,1023.4,15.9,45,6,15,1022.2,0
11/4/19,6.6,18.2,0,4.2,9.5,31,0.01736111111,12,61,7,17,1025,17.1,46,1,17,1023.4,0
12/4/19,6.5,21.9,0,2.8,10.5,35,0.7125,12,66,0,17,1023.1,21.3,33,1,15,1017.2,0
13/4/19,8.2,17.7,0.8,3,6.2,39,0.5909722222,13.9,67,6,22,1024.5,15.2,60,1,28,1025.8,1
14/4/19,10.5,18.3,8.2,3.6,7.8,26,0.6840277778,13,70,7,7,1031.2,17.3,45,1,15,1027.9,0
15/4/19,8.1,21,0,2.8,8.7,41,0.6090277778,14.7,66,1,6,1027.7,19.1,51,1,31,1022.1,0
16/4/19,11.7,27.2,0,3.8,8.8,39,0.8131944444,16.6,67,1,15,1022.4,26.6,31,1,17,1018.8,0
17/4/19,16.5,29.1,0,4.6,6.2,54,0.8375,22.2,40,1,22,1017,26.6,,7,28,1012.8,1
18/4/19,10.7,16.8,8.2,6.8,6.6,46,0.2631944444,11.6,55,6,22,1020.8,14.9,38,5,26,1024,0
19/4/19,5.4,15.6,0,2.6,9.7,26,0.5819444444,8.7,74,1,15,1032.8,14.8,48,1,19,1029.5,0
20/4/19,5.6,23.7,0,2.4,9,33,0.6666666667,12,77,6,11,1026.5,23.4,41,1,20,1021.6,0
21/4/19,11.5,26.3,0,3.8,7.8,37,0.6861111111,17.2,75,7,9,1018.4,24.4,49,7,11,1015,1
22/4/19,12.9,19.2,2.8,3.8,8.9,39,0.5541666667,14.3,58,3,17,1022.2,17.8,36,3,22,1023,0
23/4/19,7.3,19.9,0,4,8.8,33,0.6472222222,12.1,64,1,13,1026.7,18.7,46,6,15,1024,0
24/4/19,9.4,19.7,0,4,6.1,52,0.7597222222,13.2,75,7,13,1021.4,18.1,44,7,13,1015,0
25/4/19,12.6,19,0,3.6,6.4,72,0.075,15.5,48,6,30,1011.3,18.4,39,7,39,1006.3,0
26/4/19,7.7,12.5,0,5.4,8.2,83,0.1222222222,10.8,47,5,30,1002.4,10.9,50,3,28,1005.1,0
27/4/19,6.6,16.9,0,3.6,4.8,94,0.7361111111,11.8,51,7,28,1013.6,15.6,46,7,35,1007.7,0
28/4/19,11.7,16.3,0,5.8,8.1,74,0.4673611111,15.1,42,7,30,1012.2,14.9,37,3,26,1016.3,0
29/4/19,7.8,18.9,0,3.8,8.8,33,0.3868055556,12.7,55,7,15,1022.3,18.4,45,7,15,1018.7,0
30/4/19,7.3,21.9,0,2.8,8.3,31,0.3430555556,12.6,64,7,17,1014.8,21.3,35,6,17,1011,0
1/3/19,12,29.9,0,4.4,11.5,35,0.7090277778,18.9,78,1,11,1020.8,29.4,48,1,19,1017.6,0
2/3/19,18.9,38.1,0,7,12,56,0.5993055556,26.1,33,1,19,1018,37.5,11,1,31,1014.5,0
3/3/19,16.6,28.7,0,14,1.2,50,0.6875,17.9,89,7,9,1016.2,20.2,80,7,7,1012.6,0
4/3/19,10.6,26.6,0.8,2,8.8,35,0.61875,15.5,56,7,13,1017,22.6,38,7,26,1014.5,0
5/3/19,11.5,23,0,5.4,6.8,52,0.94375,14.5,82,7,11,1011.1,21.7,55,7,20,1004.2,1
6/3/19,9.8,15.8,1.6,4.6,6.3,61,0.5486111111,13.7,50,6,15,1005.6,9.9,78,7,7,1009.6,1
7/3/19,7.2,20.9,2.8,3.4,10.5,46,0.6236111111,11.4,60,7,17,1019.9,18.5,38,7,24,1017.4,0
8/3/19,11.4,23.9,0,7.6,4.1,52,0.075,17,43,7,28,1012.8,22.4,35,7,19,1013.4,1
9/3/19,10.9,16.9,2.8,4.2,0.4,24,0.6708333333,12,96,8,9,1022.2,15.9,80,7,13,1020.8,1
10/3/19,11.3,24,1.6,1.6,4,54,0.5631944444,15.9,83,7,11,1011.8,22.8,40,7,28,1004.8,0
11/3/19,8.7,22,0.2,4.2,9.9,39,0.4916666667,12.9,64,1,15,1007.8,20.5,28,1,22,1003.8,0
12/3/19,12.7,17.9,0.4,8,8.6,57,0.3055555556,13.5,42,7,24,1001.5,16.1,31,6,28,1004.5,0
13/3/19,5.8,16.6,0.6,3.8,6.9,33,0.6597222222,9.7,64,1,20,1018.9,15.6,37,7,17,1018.2,0
14/3/19,7,22.4,0,4.4,9,31,0.6256944444,11.2,62,6,13,1016.9,19.5,34,4,24,1013.1,0
15/3/19,11.2,20.1,0,5.2,9.6,37,0.6513888889,14.3,66,5,13,1019.6,19.1,51,4,24,1020.9,0
16/3/19,11,22.9,0,5,12.3,35,0.5868055556,13.8,77,1,15,1026.3,22.4,49,2,26,1024.6,0
17/3/19,9.4,22.4,0,3.4,10.1,41,0.63125,13.3,79,4,11,1024.8,20.9,53,2,28,1022,0
18/3/19,11.7,21.5,0,3.8,4.6,33,0.5847222222,15.5,83,7,11,1024.3,20.1,60,6,24,1021.6,0
19/3/19,10.8,21.4,0,6.6,5.7,28,0.6041666667,13.1,85,6,11,1021.4,19.7,67,7,20,1019.4,0
20/3/19,13,23.5,0.6,2.6,4.6,26,0.6083333333,17.5,91,7,11,1019.1,21.3,67,4,17,1017.3,0
21/3/19,14.7,18.4,0,2,0,33,0.6923611111,17.1,89,7,9,1020.1,17.8,77,7,22,1020.4,0
23/3/19,14.9,23.9,0,2.6,3.7,35,0.4847222222,17.9,73,6,19,1011.3,19.9,78,8,15,1005.7,0
24/3/19,14.9,25,0.4,3.2,10,43,0.6881944444,18.1,62,1,17,1007.1,22.2,56,6,13,1002.1,0
25/3/19,13.5,15.1,0.2,7.4,9.2,81,0.2548611111,14.5,40,2,39,990.3,12.3,44,3,52,992.6,0
26/3/19,8.4,17.9,0.2,5.2,6.8,70,0.1416666667,13.7,45,7,22,1003,16.9,35,5,33,1009.7,0
27/3/19,8.1,21.4,0,4.6,10.7,31,0.63125,11.6,57,1,13,1021.7,18.7,37,1,22,1019.1,0
28/3/19,9.2,24.6,0,4,10.7,35,0.9854166667,13.9,67,1,22,1015.3,24.3,26,1,13,1010,0
29/3/19,10.3,27.8,0,4,6.4,61,0.675,16.6,54,1,7,1003.8,23.3,34,7,26,999.3,1
30/3/19,11,17.9,4,8.8,7.1,43,0.5854166667,11.6,73,7,9,1005.1,16.7,33,6,30,1003.3,0
31/3/19,3.4,16,0.4,3.8,4.1,54,0.4909722222,11.9,77,6,19,1006.6,14,42,6,33,1011.3,1
1/2/19,8.6,20.6,1.4,4.8,13.1,35,0.6256944444,14.3,51,2,17,1024.9,18.8,39,4,26,1023.8,0
2/2/19,9.5,27.4,0,6.4,12.5,46,0.6770833333,16,68,1,6,1021.4,26,37,2,19,1014.5,0
3/2/19,12.8,28.7,0,7.4,11.6,48,0.55,21.7,67,0,7,1007.4,24.2,53,1,33,1005.9,0
4/2/19,15.2,22.9,0.4,7.6,10.8,41,0.5965277778,16.8,79,7,22,1014.1,20.6,56,1,30,1014.1,0
5/2/19,13.1,17.6,0,8.6,0,33,0.2916666667,13.5,82,8,20,1024.2,16,61,8,15,1024.8,0
6/2/19,13,24.6,0.6,1.6,6.4,43,0.6090277778,17.5,67,7,17,1023.7,24,44,6,30,1020.2,1
7/2/19,17.5,29.3,14,7,7.4,52,0.6083333333,20.5,86,8,17,1009.4,28.5,41,4,31,1003.3,1
8/2/19,16.7,23.3,8.6,5.4,10.9,52,0.4236111111,21,61,4,11,1000,22.4,30,3,30,998.5,0
9/2/19,11.8,17.6,0,8.2,5.5,50,0.5868055556,14.2,64,8,13,990.8,15.3,57,7,17,994.2,0
10/2/19,11.9,25.3,0.8,3.8,10.1,50,0.6298611111,16.6,53,2,24,1001,22.4,47,7,20,1000.4,0
11/2/19,16.3,27.3,0,6.4,6,57,0.5673611111,20.6,61,2,17,996.9,22.1,64,7,15,993.1,1
12/2/19,15.7,17.2,6.4,6.4,8.3,74,0.6506944444,15.8,87,7,20,979.3,16.3,35,3,37,985,1
13/2/19,7.9,18.3,7.4,6.4,11.7,54,0.6569444444,10.5,57,1,24,1001.8,17.5,31,3,30,1004.4,0
14/2/19,10.5,22.1,0,7,6.3,59,0.4861111111,16.3,52,5,22,1007.5,20,47,7,28,1010.8,0
15/2/19,14,21.7,0,5.6,7.1,43,0.06805555556,16.7,56,7,15,1022.4,20.2,48,6,19,1023,0
16/2/19,14.5,24.7,0,4.2,9.3,48,0.6375,18.5,64,7,15,1019.9,23.7,52,6,20,1014.5,1
17/2/19,14.2,26,1.8,5.6,6.8,41,0.6784722222,16.2,86,7,9,1010.8,22.1,54,7,13,1006.3,0
18/2/19,15.9,25.1,0,4.4,11.7,63,0.5319444444,21.2,62,7,13,999.6,22.9,25,1,39,997.8,0
19/2/19,12.3,21.1,0,7.8,11,59,0.4854166667,15,41,2,28,1004.5,19.8,31,2,30,1006.7,0
20/2/19,12.2,21.9,0,8.4,9.3,50,0.5111111111,16.8,50,2,24,1006.3,19.9,36,6,22,1005.9,0
21/2/19,12,19.4,0,7.2,4.9,43,0.3604166667,14.5,51,6,20,1012.1,18,51,7,11,1015,0
22/2/19,11.1,22,0.4,3.4,7.3,30,0.075,15.6,56,6,17,1022.2,20.9,43,5,15,1021.1,0
23/2/19,12.9,17.4,0,4,11.1,37,0.2743055556,14.6,54,4,30,1029,16.1,48,1,22,1029.9,0
24/2/19,7.3,26.1,0,3.8,12.1,37,0.9430555556,13,66,0,15,1030.7,22.7,46,0,24,1027.8,0
25/2/19,12.8,32.2,0,9.6,10.6,67,0.6111111111,19.1,43,0,20,1023.5,31,22,1,17,1018,1
26/2/19,13,18.5,1.2,7.2,5,41,0.6083333333,13.2,87,7,22,1021.4,16.8,57,6,26,1021.3,0
27/2/19,7.3,21.1,0,4.2,12.1,31,0.4381944444,11.2,62,1,15,1027.3,20,40,1,20,1024.8,0
28/2/19,11,24.5,0,3.8,5.7,28,0.5979166667,16.2,65,7,13,1024.3,21.9,45,6,19,1021.3,0